,eurogrid_0250_1,populacja_razem,populacja_lokale,populacja_k_razem,populacja_m_razem,populacja_00_04,populacja_05_09,populacja_10_14,populacja_15_19,populacja_20_24,populacja_25_29,populacja_30_34,populacja_35_39,populacja_40_44,populacja_45_49,populacja_50_54,populacja_55_59,populacja_60_64,populacja_65_69,populacja_70_74,populacja_75_99,msw_2012_lokale,msw_2013_lokale,msw_2014_lokale,msw_2015_lokale,msw_2016_lokale,msw_2012_popul_razem,msw_2013_popul_razem,msw_2014_popul_razem,msw_2015_popul_razem,msw_2016_popul_razem,budynki_all,budynki_mieszkalne,eurogrid_0250_2,krs_razem,krs_spolki,ceidg_razem,ceidg_aktywne,ceidg_nieaktywne,ceidg_aktywne_pkd_a,ceidg_aktywne_pkd_b,ceidg_aktywne_pkd_c,ceidg_aktywne_pkd_d,ceidg_aktywne_pkd_e,ceidg_aktywne_pkd_f,ceidg_aktywne_pkd_g,ceidg_aktywne_pkd_h,ceidg_aktywne_pkd_i,ceidg_aktywne_pkd_j,ceidg_aktywne_pkd_k,ceidg_aktywne_pkd_l,ceidg_aktywne_pkd_m,ceidg_aktywne_pkd_n,ceidg_aktywne_pkd_o,ceidg_aktywne_pkd_p,ceidg_aktywne_pkd_q,ceidg_aktywne_pkd_r,ceidg_aktywne_pkd_s,ceidg_aktywne_pkd_t,ceidg_aktywne_pkd_u,ceidg_aktywne_rok_zal_2016,ceidg_aktywne_rok_zal_2015,ceidg_aktywne_rok_zal_2014,ceidg_aktywne_rok_zal_2013,ceidg_aktywne_rok_zal_2012,ceidg_aktywne_rok_zal_2011,ceidg_aktywne_rok_zal_2010,ceidg_aktywne_rok_zal_2009,ceidg_aktywne_rok_zal_2008,ceidg_aktywne_rok_zal_2007,ceidg_aktywne_rok_zal_2006,ceidg_aktywne_rok_zal_2005,ceidg_aktywne_rok_zal_2004,ceidg_aktywne_rok_zal_2003,ceidg_aktywne_rok_zal_2002,ceidg_aktywne_rok_zal_2001,ceidg_aktywne_rok_zal_2000,ceidg_aktywne_rok_zal_1999,eurogrid_0250_3,dochod_bud_pra,eurogrid_0250_4,kod_pocztowy,nazwa_miejsc,kod_miejsc,nazwa_cz_miejsc,kod_cz_miejsc,kod_gminy,kod_gminy_distr,nazwa_woj,nazwa_pow,nazwa_gmi,segment_gminy,populacja_razem_agr,populacja_lokale_agr,Dzieci_agr,Niepelnoletni_agr,Dorosli_agr,Emeryci_agr,populacja_k_razem_agr,populacja_m_razem_agr,msw_2012_popul_razem_agr,msw_2013_popul_razem_agr,msw_2014_popul_razem_agr,msw_2015_popul_razem_agr,msw_2016_popul_razem_agr,budynki_mieszkalne_agr,budynki_all_agr,ceidg_aktywne_agr,dochod_bud_pra_agr,dochod_pop_agr,grid_x,Bank_agr,Bankomat_agr,Centra Handlowe_agr,Fast Food_agr,Hazard_agr,Hotel_agr,Kociół_agr,Przedszkola i punkty przedszkolne_agr,Przystanek autobusowy_agr,Przystanek tramwajowy_agr,Restauracja_agr,Rozrywka Inne_agr,Rozrywka Sport_agr,Sklep_agr,Szkoły podstawowe_agr,Usługi Medyczne_agr,Warsztat samochodowy_agr,Wypożyczalnia Rowerów_agr,Zakład Karny_agr,grid_y,Bank,Bankomat,Centra Handlowe,Fast Food,Hazard,Hotel,Kociół,Przedszkola i punkty przedszkolne,Przystanek autobusowy,Przystanek tramwajowy,Restauracja,Rozrywka Inne,Rozrywka Sport,Sklep,Szkoły podstawowe,Usługi Medyczne,Warsztat samochodowy,Wypożyczalnia Rowerów,Zakład Karny,grid,eurogrid_0250,dist,populacja_razem_suma,populacja_lokale_suma,populacja_k_razem_suma,populacja_m_razem_suma,msw_2012_popul_razem_suma,msw_2013_popul_razem_suma,msw_2014_popul_razem_suma,msw_2015_popul_razem_suma,msw_2016_popul_razem_suma,budynki_all_suma,budynki_mieszkalne_suma,ceidg_aktywne_suma,dochod_bud_pra_suma,Bank_suma,Bankomat_suma,Centra Handlowe_suma,Fast Food_suma,Hazard_suma,Hotel_suma,Kociół_suma,Przedszkola i punkty przedszkolne_suma,Przystanek autobusowy_suma,Przystanek tramwajowy_suma,Restauracja_suma,Rozrywka Inne_suma,Rozrywka Sport_suma,Sklep_suma,Szkoły podstawowe_suma,Usługi Medyczne_suma,Warsztat samochodowy_suma,Wypożyczalnia Rowerów_suma,Zakład Karny_suma,przystanki,stosunek_dzieci
16,1kmN3032E5027_33,58,17,31,27,4,5,1,2,5,5,3,8,4,4,0,4,3,5,4,1,11,12,12,13,17,52,56,56,54,58,19,15,1kmN3032E5027_33,0,0,5,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1kmN3032E5027_33,4714,1kmN3032E5027_33,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,464,136,72,24,288,80,248,216,416,448,448,432,464,120,152,16,37712,2187296,1kmN3032E5027_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5027_33,10970.537508891484,522,153,279,243,468,504,504,486,522,171,135,18,42426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
17,1kmN3032E5027_34,48,17,25,23,7,6,1,3,0,1,6,3,4,3,1,3,0,4,3,3,14,15,17,17,17,36,41,43,49,48,23,23,1kmN3032E5027_34,0,0,4,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1kmN3032E5027_34,5147,1kmN3032E5027_34,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,384,136,104,32,168,80,200,184,288,328,344,392,384,184,184,16,41176,1976448,1kmN3032E5027_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5027_34,10728.903686248144,432,153,225,207,324,369,387,441,432,207,207,18,46323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476191
18,1kmN3032E5027_41,33,6,17,16,2,1,3,1,3,3,3,2,2,4,1,0,2,0,3,3,6,6,6,6,6,33,33,33,33,33,7,6,1kmN3032E5027_41,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1kmN3032E5027_41,4624,1kmN3032E5027_41,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,264,48,24,32,160,48,136,128,264,264,264,264,264,48,56,16,36992,1220736,1kmN3032E5027_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5027_41,10174.202704258894,297,54,153,144,297,297,297,297,297,63,54,18,41616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
19,1kmN3032E5027_42,92,28,49,43,6,7,8,4,3,5,3,12,7,5,3,7,8,4,2,8,22,23,24,25,28,78,80,84,86,92,30,28,1kmN3032E5027_42,0,0,5,3,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1kmN3032E5027_42,4952,1kmN3032E5027_42,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,736,224,104,96,424,112,392,344,624,640,672,688,736,224,240,24,39616,3644672,1kmN3032E5027_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5027_42,10416.518306316057,828,252,441,387,702,720,756,774,828,270,252,27,44568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24528301886792453
20,1kmN3032E5027_43,108,35,59,49,18,8,7,6,7,3,21,9,9,2,0,5,3,5,3,2,14,14,23,28,35,68,68,86,97,108,35,30,1kmN3032E5027_43,1,1,18,15,3,0,0,3,0,0,6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,1,0,0,0,1,0,2,1,1,1,1,0,1,1kmN3032E5027_43,5147,1kmN3032E5027_43,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,864,280,208,104,472,80,472,392,544,544,688,776,864,240,280,120,41176,4447008,1kmN3032E5027_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5027_43,10487.758096271877,972,315,531,441,612,612,774,873,972,315,270,135,46323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406779661016949
21,1kmN3032E5027_44,55,28,31,24,11,5,1,3,2,6,15,3,6,1,1,0,0,0,1,0,0,13,20,24,28,0,25,40,50,55,11,5,1kmN3032E5027_44,0,0,9,8,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1kmN3032E5027_44,5126,1kmN3032E5027_44,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,440,224,128,32,272,8,248,192,0,200,320,400,440,40,88,64,41008,2255440,1kmN3032E5027_44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3032E5027_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5027_44,10247.135308153842,495,252,279,216,0,225,360,450,495,99,45,72,46134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764
23,1kmN3032E5032_11,179,34,100,79,6,14,6,10,14,16,18,8,11,9,7,23,13,6,2,16,31,31,31,31,34,182,175,176,176,179,37,34,1kmN3032E5032_11,0,0,13,5,8,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1kmN3032E5032_11,4221,1kmN3032E5032_11,30-698,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,1432,272,160,128,952,192,800,632,1456,1400,1408,1408,1432,272,296,40,33768,6044472,1kmN3032E5032_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1kmN3032E5032_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5032_11,10153.259395043237,1611,306,900,711,1638,1575,1584,1584,1611,333,306,45,37989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16806722689075632
24,1kmN3032E5032_12,39,6,21,18,3,4,3,0,2,2,4,5,5,1,0,3,4,2,1,0,5,7,7,7,6,36,36,37,40,39,10,5,1kmN3032E5032_12,0,0,8,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1kmN3032E5032_12,4292,1kmN3032E5032_12,30-698,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,312,48,56,24,208,24,168,144,288,288,296,320,312,40,80,16,34336,1339104,1kmN3032E5032_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5032_12,10396.229361690035,351,54,189,162,324,324,333,360,351,90,45,18,38628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2692307692307692
25,1kmN3032E5032_13,26,7,16,10,2,1,0,2,1,2,1,3,3,1,0,2,1,1,3,3,7,7,7,7,7,25,26,26,27,26,8,7,1kmN3032E5032_13,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1kmN3032E5032_13,4643,1kmN3032E5032_13,30-698,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,208,56,24,16,112,56,128,80,200,208,208,216,208,56,64,16,37144,965744,1kmN3032E5032_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5032_13,10332.404148964824,234,63,144,90,225,234,234,243,234,72,63,18,41787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427
26,1kmN3032E5032_14,34,10,19,15,0,2,1,1,6,5,2,2,0,5,5,2,0,2,0,1,8,9,9,10,10,35,39,38,37,34,16,13,1kmN3032E5032_14,2,2,5,4,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1kmN3032E5032_14,4210,1kmN3032E5032_14,30-698,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,272,80,16,16,216,24,152,120,280,312,304,296,272,104,128,32,33680,1145120,1kmN3032E5032_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5032_14,10087.904472965663,306,90,171,135,315,351,342,333,306,144,117,36,37890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407
27,1kmN3032E5032_21,6,1,3,3,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,6,6,6,6,6,2,2,1kmN3032E5032_21,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1kmN3032E5032_21,4382,1kmN3032E5032_21,30-698,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,48,8,8,0,32,8,24,24,48,48,48,48,48,16,16,8,35056,210336,1kmN3032E5032_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5032_21,10639.619873157688,54,9,27,27,54,54,54,54,54,18,18,9,39438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
28,1kmN3032E5032_41,22,4,12,10,0,0,1,2,2,6,3,0,0,2,3,2,1,0,0,0,5,5,5,5,4,26,26,25,23,22,6,6,1kmN3032E5032_41,0,0,4,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1kmN3032E5032_41,4139,1kmN3032E5032_41,30-698,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,176,32,0,24,152,0,96,80,208,208,200,184,176,48,48,24,33112,728464,1kmN3032E5032_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1kmN3032E5032_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5032_41,10028.498759634842,198,36,108,90,234,234,225,207,198,54,54,27,37251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1kmN3032E5032_44,79,18,38,41,4,5,1,9,7,8,3,4,4,3,11,4,3,7,1,5,16,17,17,17,18,80,81,79,80,79,24,18,1kmN3032E5032_44,0,0,26,17,8,0,0,4,0,0,1,7,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,3,2,1,1,0,0,0,1,0,0,0,8,1kmN3032E5032_44,4613,1kmN3032E5032_44,30-698,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,632,144,72,80,376,104,304,328,640,648,632,640,632,144,192,136,36904,2915416,1kmN3032E5032_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1kmN3032E5032_44,1kmN3032E5032_44,9975.148538792517,711,162,342,369,720,729,711,720,711,216,162,153,41517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19148936170212766
31,1kmN3032E5033_44,203,34,83,120,10,9,12,20,20,22,20,14,8,13,14,21,7,4,3,6,29,29,31,31,34,203,204,204,201,203,40,36,1kmN3032E5033_44,2,0,17,12,5,0,0,1,0,0,5,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,3,1kmN3032E5033_44,4419,1kmN3032E5033_44,30-698,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,1624,272,152,256,1112,104,664,960,1624,1632,1632,1608,1624,288,320,96,35352,7176456,1kmN3032E5033_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1kmN3032E5033_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3032E5033_44,10224.449449965648,1827,306,747,1080,1827,1836,1836,1809,1827,360,324,108,39771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1366906474820144
36,1kmN3033E5025_11,71,19,36,35,5,0,5,5,11,4,9,3,2,9,5,3,2,4,0,4,15,14,15,17,19,59,59,62,67,71,26,22,1kmN3033E5025_11,2,2,5,4,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1kmN3033E5025_11,4430,1kmN3033E5025_11,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,568,152,40,80,384,64,288,280,472,472,496,536,568,176,208,32,35440,2516240,1kmN3033E5025_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3033E5025_11,9781.845432572993,639,171,324,315,531,531,558,603,639,234,198,36,39870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667
37,1kmN3033E5025_12,55,20,24,31,3,5,3,3,3,2,6,4,7,2,1,4,3,3,1,5,14,16,17,20,20,43,49,52,55,55,31,26,1kmN3033E5025_12,1,1,6,4,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1kmN3033E5025_12,4998,1kmN3033E5025_12,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,440,160,64,48,256,72,192,248,344,392,416,440,440,208,248,32,39984,2199120,1kmN3033E5025_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3033E5025_12,10008.23989975564,495,180,216,279,387,441,468,495,495,279,234,36,44982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
38,1kmN3033E5025_13,39,12,18,21,1,0,3,2,6,2,2,4,4,1,3,4,2,3,0,2,11,11,11,11,12,43,40,40,39,39,15,13,1kmN3033E5025_13,0,0,7,6,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1kmN3033E5025_13,4743,1kmN3033E5025_13,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,312,96,8,40,224,40,144,168,344,320,320,312,312,104,120,48,37944,1479816,1kmN3033E5025_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3033E5025_13,10120.361635960096,351,108,162,189,387,360,360,351,351,135,117,54,42687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
39,1kmN3033E5025_14,85,20,43,42,7,2,3,5,6,4,7,10,6,4,6,6,8,5,1,5,16,18,19,19,20,72,80,85,84,85,30,27,1kmN3033E5025_14,1,1,13,8,4,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,1kmN3033E5025_14,4658,1kmN3033E5025_14,30-399,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,680,160,72,64,456,88,344,336,576,640,680,672,680,216,240,64,37264,3167440,1kmN3033E5025_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3033E5025_14,9896.540959045156,765,180,387,378,648,720,765,756,765,270,243,72,41922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525
